country_code,name,type,gender,population
PL,Napoleonowa,lastname,,
PL,Korończuk,lastname,,14
SK,Šeríková,lastname,,22
SK,Bloschichak,lastname,,
HU,Brúnó Barna,firstname,M,1
PL,Szeptunowski,lastname,M,6
HU,Marchfeld,lastname,U,
HU,Vanessza Natasa,firstname,F,1
PL,Gawełda,lastname,,170
PL,Wojtczan,lastname,,
HU,Yi Ran,firstname,,1
SK,Paulovová,lastname,,2
CZ,Taťána Elli,firstname,,1
HU,Steinhilber,lastname,U,
PL,Kieran,lastname,,
PL,Antonini,lastname,,2
CZ,Pačkovská,lastname,M,2
PL,Nisińska,lastname,F,2
CZ,Kuzárová,lastname,F,9
PL,Gusowski,lastname,M,48
PL,Millewska,lastname,,1
CZ,Rydzoňová,lastname,F,2
PL,Derewienko,lastname,,56
HU,Lubinszky,lastname,U,3
PL,Skorupia,lastname,,1
PL,Pszyk,lastname,,30
CZ,Tanski,lastname,M,1
PL,Fortuńska,lastname,F,391
CZ,Brunhilda,firstname,,67
CZ,Lehrmannová,lastname,F,4
CZ,Žoudlík,lastname,M,59
SK,Kanda,firstname,,
SK,Bodová,lastname,,34
HU,Steinhofer,lastname,U,
PL,Sierogin,lastname,,3
CZ,Miškev,lastname,M,7
HU,Madai,lastname,U,390
PL,Łazowik,lastname,,16
CZ,Horhi,lastname,M,2
CZ,David Winston,firstname,,1
CZ,Baszczyňski,lastname,M,6
PL,Boublej,lastname,,28
PL,Zadzdyr,lastname,,1
HU,Szabó Németh,lastname,U,3
CZ,Bogumski,lastname,M,3
CZ,Hulač,lastname,M,16
HU,Stibeker,lastname,U,
CZ,Cvacho,lastname,M,5
PL,Cherodzińska,lastname,,
SK,Kladovičová,lastname,,6
CZ,Jiřenová,lastname,F,31
PL,Hurkowska,lastname,F,39
SK,Čingérová,lastname,,18
CZ,Christian José,firstname,,1
PL,Freutel,lastname,,
PL,Braczyńska,lastname,F,54
HU,Gyöngyi Roberta,firstname,F,1
CZ,Adam Sebastian,firstname,,11
SK,Šventková,lastname,,2
CZ,Huspeka,lastname,M,44
CZ,Abdelgadirová,lastname,F,1
SK,Majera,lastname,,
SK,Palitza,firstname,,
CZ,Korček,lastname,M,117
HU,Alina Sára,firstname,F,1
CZ,Sáraiová,lastname,F,2
CZ,Djuro,firstname,,1
PL,Orgielewski,lastname,M,27
PL,Fedys,lastname,,5
CZ,Madel,lastname,M,4
HU,Porok,lastname,U,27
HU,Antoinette,firstname,,2
HU,Zóka,lastname,U,150
PL,Darfieniuk,lastname,,
CZ,Filip Alan,firstname,,2
CZ,Sadový,lastname,M,27
PL,Matenna,lastname,,12
PL,Mirończuk-Ossowska,lastname,F,10
CZ,Zboženský,lastname,M,9
PL,Kowalski Vel Zajączkowska,lastname,F,3
PL,Dobiejewski,lastname,M,9
PL,Lamsyft,lastname,,3
CZ,Kiefmannová,lastname,F,8
PL,Mielkau,lastname,,12
HU,Pohrancz,lastname,U,
HU,Evelin Dzsenifer,firstname,F,6
CZ,Gelner,lastname,M,12
PL,Kukolka,lastname,,18
CZ,Halajová,lastname,F,54
HU,Tímea Leila,firstname,F,1
HU,Liliána Nóra,firstname,F,3
CZ,Kapsalis,lastname,M,3
CZ,Kaithy Eva,firstname,,1
CZ,Sahim,firstname,,2
PL,Kopleński,lastname,M,22
CZ,Arps,lastname,M,2
PL,Krszel,lastname,,
HU,Bacsányi,lastname,U,36
SK,Kolbasová,lastname,,22
PL,Bernecki,lastname,M,358
CZ,Košanová Šípková,lastname,F,1
PL,Parulewicz,lastname,,15
PL,Maszycki,lastname,M,18
CZ,Maďarec,lastname,M,4
CZ,Wygrys,lastname,M,28
CZ,Artic,lastname,M,1
PL,Skromow,lastname,,7
PL,Żymowska,lastname,F,7
CZ,Fürhofer,lastname,M,3
SK,Katonová,lastname,,726
CZ,Vráželová,lastname,F,182
HU,Martin Mike,firstname,M,1
PL,Spiszków,lastname,,
PL,Pitrołowski,lastname,M,1
PL,Jóć,lastname,,1
CZ,Holstová,lastname,F,1
PL,Magielski,lastname,M,204
HU,Virgínia Vivien,firstname,F,4
SK,Búrová,lastname,,11
PL,Felków,lastname,,
HU,Sebastiao Davide,firstname,,1
PL,Liliańska,lastname,,
PL,Maksajda,lastname,,181
PL,Starczawa,lastname,,1
CZ,Dastigová,lastname,F,16
PL,Bieinek,lastname,,1
PL,Cokalska,lastname,F,10
CZ,Hejmová,lastname,F,51
PL,Schoendorf,lastname,,5
CZ,Hrbková Bartošová,lastname,F,1
CZ,Lónay,lastname,M,3
PL,Hall,lastname,,33
PL,Grozów,lastname,,
PL,Piotrkowska,lastname,F,623
HU,Sándor Rómeó,firstname,M,5
PL,Parzusiński,lastname,M,10
CZ,Barrantes,lastname,M,1
PL,Ciecerska,lastname,F,3
PL,Cinkuszewski,lastname,M,30
CZ,Dušan Jaroslav,firstname,,2
PL,Cenckiewicz,lastname,,19
SK,Šenk,lastname,,5
CZ,Bernhard,lastname,M,121
PL,Odziemczewski,lastname,M,28
HU,Boglárka Emese,firstname,F,24
PL,Slodek,lastname,,9
HU,Fecsku,lastname,U,99
PL,Mertoski,lastname,M,8
PL,Bradiszewicz,lastname,,1
SK,Prídavková,lastname,,46
PL,Grzelaszyk,lastname,,12
HU,Belik,lastname,U,6
PL,Waltemberg,lastname,,9
PL,Kotiuszka,lastname,,
SK,Andrašíková,lastname,,14
PL,Apfel,lastname,,8
SK,Zbilý,lastname,,34
CZ,Benčuríková,lastname,F,1
PL,Dudto,lastname,,
CZ,Kunhartová,lastname,F,70
SK,Adamecz,lastname,,
PL,Bobaryka,lastname,,2
PL,Plesta,lastname,,
SK,Piťuchová,lastname,,2
HU,Máthay,lastname,U,6
PL,Grycków,lastname,,
SK,Wukovich,lastname,,
PL,Gażeniski,lastname,M,2
PL,Kuzimkowski,lastname,M,55
PL,Czarpan,lastname,,
CZ,Laura Aurora,firstname,,1
PL,Richmond,lastname,,1
CZ,Taryňová,lastname,F,3
SK,Duraney,lastname,,
PL,Pajkusz,lastname,,12
PL,Skirgajło-Jacewicz,lastname,,8
PL,Snurska,lastname,F,8
SK,Džerenga,lastname,,37
CZ,Vakaráč,lastname,M,2
PL,Papara,lastname,,18
HU,Csizmadiáné Balázs,lastname,F,3
PL,Zuzia,lastname,,96
PL,Demytruk,lastname,,6
PL,Omieljańczyk,lastname,,19
HU,Hanna Luca,firstname,F,18
PL,Pierskalla,lastname,,20
HU,Mender,lastname,U,33
CZ,Vladimír František,firstname,,2
PL,Dębinna,lastname,F,13
HU,Norbert Rudolf,firstname,M,7
PL,Bobow,lastname,,3
PL,Żebrawska,lastname,,
CZ,Hvolek,lastname,M,3
CZ,Lukašova,lastname,M,1
SK,Faltinský,lastname,,5
CZ,Lemoch,lastname,M,14
PL,Forreter,lastname,,1
HU,Csilla Auguszta,firstname,F,1
PL,Nocen,lastname,,7
CZ,Antonson,lastname,M,1
PL,Swierawski,lastname,M,1
CZ,Kabourková,lastname,F,323
CZ,David Patrik,firstname,,1
PL,Staluszko,lastname,,24
HU,Olbort,lastname,U,
PL,Parłetna,lastname,F,1
CZ,Ehrmann,lastname,M,14
SK,Chitráček,lastname,,2
CZ,Gončárová,lastname,F,29
CZ,Řehořková,lastname,F,314
CZ,Lokšeninec,lastname,M,5
CZ,Nnaemeka,firstname,,1
SK,Štrbianová,lastname,,14
SK,Klebanová,firstname,,
HU,Gyombolai,lastname,U,27
CZ,Erik Hynek,firstname,,1
HU,Bosák,lastname,U,45
CZ,Pandadisová,lastname,F,10
PL,Kowalerowska,lastname,,
HU,Marekker,lastname,U,3
CZ,Matherová,lastname,F,12
HU,Morner,lastname,U,9
SK,Kvarda,lastname,,26
CZ,Severin Michael,firstname,,1
PL,Werbowicz,lastname,,4
PL,Bohoszewicz,lastname,,
PL,Hałdrzyńska,lastname,F,20
PL,Terzikowska,lastname,F,2
HU,Virginia Cintia,firstname,F,1
SK,Czyfranyics,lastname,,
PL,Kierdak,lastname,,1
CZ,Prouzová Pokorná,lastname,M,1
HU,Rudolf Ferdinánd,firstname,M,1
PL,Pietralla,lastname,,1
CZ,Blahůnková,lastname,F,1
SK,Markulic,lastname,,
CZ,Veselý Ostrožlík,lastname,M,1
SK,Bilá,firstname,,
HU,Dezsőfi-Bócsi,lastname,U,3
PL,Dyduch,lastname,,1533
CZ,Kolčárková,lastname,F,17
CZ,Kotrbatá,lastname,M,158
SK,Nalevanko,firstname,,
CZ,Sofie Petra,firstname,,4
CZ,Sákra,lastname,M,10
CZ,Thomas Joe,firstname,,1
CZ,Spundová,lastname,F,3
PL,Norr,lastname,,7
PL,Gierczak,lastname,,3327
PL,Krzywiźniak,lastname,,68
SK,Krascsenicsová,firstname,,
SK,Asverus,lastname,,3
HU,Razvan Dániel,firstname,M,1
PL,Kraguljac,lastname,,7
PL,Guczwa,lastname,,2
PL,Jurek,lastname,,10059
CZ,Fidrhel,lastname,M,22
HU,Péter Mathias,firstname,M,1
CZ,Baženovová,lastname,F,18
HU,Benedek Martin,firstname,M,2
CZ,Dana Daniela,firstname,,3
SK,Hanicová,lastname,,160
PL,Grajecka,lastname,F,11
PL,Pyrko,lastname,,126
CZ,Mejšnerová,lastname,F,18
CZ,Žípková,lastname,F,9
PL,Herbaciuk,lastname,,3
PL,Rozwoda,lastname,,51
CZ,Tatarko,lastname,M,9
PL,Łapawuchów,lastname,,1
HU,Antónia Fanni,firstname,F,2
SK,Heglas,lastname,,126
PL,Peikowski,lastname,M,14
PL,Skodny,lastname,,1
HU,Mihály Arnold,firstname,M,3
SK,Pestuch,firstname,,
PL,Ciemnicka,lastname,F,54
HU,Bedekovich,lastname,U,6
SK,Annie,firstname,F,
PL,Kirotowicz,lastname,,
CZ,Burnham,lastname,M,3
PL,Jochemiuk,lastname,,
CZ,Nôta,lastname,M,2
PL,Peczyński,lastname,M,437
HU,Bence Árpád,firstname,M,21
CZ,Lisíková,lastname,F,10
PL,Hołubcow,lastname,,10
PL,Dubczuk,lastname,,2
HU,Yapici,lastname,U,3
CZ,Kubielas,lastname,M,7
CZ,Puteš,lastname,M,1
SK,Kullár,lastname,,10
CZ,Cucyková,lastname,F,6
HU,Wahner,lastname,U,3
PL,Dubielis,lastname,,104
PL,Mendalka,lastname,,244
PL,Próchno,lastname,,99
HU,Nanetta Leila,firstname,F,1
PL,Kerneder,lastname,,2
PL,Dereć,lastname,,10
PL,Gwido,lastname,,
CZ,Cániková,lastname,F,1
SK,Mazuch,firstname,,
HU,Golcar,lastname,U,6
CZ,Liliana Nadya,firstname,,1
PL,Tamberg,lastname,,17
PL,Rodło,lastname,,1
CZ,Sulai,lastname,M,4
CZ,Parrymartínková,lastname,F,1
HU,Angéla Bettina,firstname,F,2
PL,Szlezynger,lastname,,49
PL,Wernicke,lastname,,18
PL,Cymerska,lastname,F,51
HU,Dániel Jenő,firstname,M,15
CZ,Šartnerová,lastname,F,13
SK,Poniger,lastname,,
CZ,Waldmeier,lastname,M,1
PL,Bądkowski,lastname,M,305
PL,Orczuk,lastname,,1
PL,Kulmaszewska,lastname,F,1
CZ,Zsemberová,lastname,F,1
CZ,Szomolányiová,lastname,F,1
SK,Pócsiková,lastname,,48
PL,Kuśmierzowski,lastname,M,1
SK,Pős,lastname,,91
PL,Guligowska,lastname,F,70
CZ,Okajček,lastname,M,5
PL,Koperstyńska,lastname,F,25
SK,Pulik-Kovač,firstname,,
CZ,Detour,lastname,M,6
HU,Zita Erzsébet,firstname,F,48
HU,Cserepkei,lastname,U,12
HU,Márió Rezső,firstname,M,1
PL,Styborowska,lastname,F,4
PL,Foleszyńska,lastname,,
CZ,Fuglíková,lastname,F,19
HU,Dal Pan,lastname,U,3
PL,Tabaczka,lastname,,170
CZ,Pavlištová Havlová,lastname,F,1
CZ,Kustein,lastname,M,2
HU,Liliána Titanilla,firstname,F,1
CZ,Catherine Marie,firstname,,3
HU,Rafás,lastname,U,6
CZ,Mavrokefalidisová,lastname,F,2
CZ,Kysilko,lastname,M,88
PL,Skeris,lastname,,8
PL,Anderszewski,lastname,M,47
PL,Manciuk,lastname,,1
PL,Słaniak,lastname,,1
CZ,Kolenc,lastname,M,4
CZ,Pukaliková,lastname,F,1
SK,Veľochová,lastname,,3
PL,Witborska,lastname,F,3
PL,Wejrowski,lastname,M,1
SK,Oráčová,lastname,,69
PL,Obeła,lastname,,
PL,Kurpianowicz,lastname,,11
CZ,Cozzitorto,lastname,M,2
HU,Bojtok,lastname,U,66
CZ,Bankovičová,lastname,F,1
PL,Kelert,lastname,,11
PL,Milaszius,lastname,,
CZ,Hrnčiriková,lastname,F,3
PL,Baworowska,lastname,F,134
PL,Łuhińska,lastname,,1
CZ,Ross Jakub,firstname,,1
HU,Virág Vivien,firstname,F,44
CZ,Ajše,firstname,,1
PL,Sapiela,lastname,,85
SK,Lenčeš,firstname,,
CZ,Tuswaldová,lastname,F,8
PL,Raynaud,lastname,,1
CZ,Timofijová,lastname,F,4
PL,Epur,lastname,,10
HU,P. Hajnal,firstname,F,1
PL,Ćwielong,lastname,,205
CZ,Ritzová,lastname,F,21
SK,Kicák,lastname,,21
HU,Kincső Johanna,firstname,F,1
CZ,Pavel Petr,firstname,,3
PL,Alfańska,lastname,,1
PL,Tierientjew,lastname,,1
CZ,Štěpo,lastname,M,10
HU,Düh,lastname,U,57
SK,Ivaňo,firstname,,
SK,Sokirová,lastname,,19
PL,Szadomak,lastname,,1
PL,Kan,lastname,,26
PL,Mloczkowska,lastname,,1
PL,Rakoszewski,lastname,M,3
PL,Kichar,lastname,,
HU,Pannyinger,lastname,U,3
CZ,Grondžáková,lastname,F,5
HU,Onofrejcsuk,lastname,U,3
CZ,Posltová,lastname,F,76
SK,Brestovanská,firstname,,
PL,Przybłowska,lastname,F,3
PL,Furstenwald,lastname,,
PL,Esbicka,lastname,F,6
PL,Nikołajenko,lastname,,15
CZ,Poratzký,lastname,M,2
CZ,Frenken,lastname,M,1
CZ,Poticha,lastname,M,5
PL,Paweniak,lastname,,2
CZ,Dašja,firstname,,2
CZ,Veiserová,lastname,F,32
SK,Gayder,lastname,,2
CZ,Pajkanovičová,lastname,F,5
HU,Birkás-Nagy,lastname,U,3
PL,Dyballana,lastname,,
PL,Branecka,lastname,F,324
HU,Zsófia Noémi,firstname,F,19
SK,Hollósy,firstname,,
CZ,Samšuk,lastname,M,8
CZ,Pilarski,lastname,M,2
PL,Ikwanty,lastname,,133
SK,Šefar,lastname,,13
PL,Hermanek,lastname,,11
HU,Nádoba,lastname,U,3
CZ,Kerkezová Karpíšková,lastname,F,1
HU,Fekete-Kertész,lastname,U,12
CZ,Pössnickerová,lastname,F,8
PL,Matuśna,lastname,F,1
PL,Rajczenko,lastname,,4
SK,Hanačík,lastname,,8
SK,Hrobár,lastname,,56
SK,Špilár,lastname,,
PL,Chrzańska,lastname,,1
CZ,Vavrová,lastname,F,120
CZ,Natálie Gvendolina,firstname,,1
PL,Rezon,lastname,,
CZ,Straka Piecuchová,lastname,F,1
HU,Spáncz,lastname,U,12
HU,Julianna Rózsa,firstname,F,2
PL,Mężnicka,lastname,F,9
PL,Christel,lastname,,11
CZ,Mrnková Pelikánová,lastname,F,1
PL,Tempin,lastname,,2
CZ,Kneblíková,lastname,F,30
SK,Beňov,lastname,,8
PL,Kostuczeńko,lastname,,
PL,Gastman,lastname,,10
PL,Dacyga,lastname,,1
CZ,Felčárková,lastname,F,10
PL,Burs,lastname,,43
SK,Blaschkow,lastname,,
CZ,Kobrleová,lastname,F,1
HU,Mutlak,lastname,U,6
PL,Luniak,lastname,,195
CZ,Menyhárt,lastname,M,6
CZ,Stojila,lastname,M,1
HU,Zsombor Ákos,firstname,M,18
HU,Narék Szévak,firstname,,1
PL,Dreślińska,lastname,F,131
PL,Thirau,lastname,,4
PL,Pleckowska,lastname,F,2
PL,Mieźwa,lastname,,1
CZ,Hrušínská,lastname,M,6
PL,Sołodowska,lastname,F,15
PL,Gałda,lastname,F,26
PL,Honorata,firstname,F,40
PL,Pietraniuk,lastname,,72
PL,Szwarcenberg,lastname,,33
CZ,Pacut,lastname,M,22
CZ,Collé,lastname,M,2
CZ,Královec Černá,lastname,M,1
HU,Lola Laura,firstname,F,1
CZ,Slipek,lastname,M,7
CZ,Topilin,lastname,M,2
PL,Sozyko,lastname,,2
CZ,Modrá,lastname,M,113
CZ,Hotárek,lastname,M,188
SK,Ana,firstname,F,
CZ,Yousif,firstname,,12
CZ,Bělousová,lastname,F,4
SK,Vaščáková,firstname,,
SK,Zajtková,lastname,,19
PL,Różyło,lastname,,388
CZ,Pučalíková,lastname,F,44
HU,Kumpár,lastname,U,9
CZ,Emma Anne,firstname,,1
PL,Alabaszowska,lastname,F,4
PL,Tomajer,lastname,,23
CZ,Větříčková,lastname,F,35
PL,Ślejkowska,lastname,F,1
PL,Litfora,lastname,,
PL,Legendziewicz,lastname,,77
PL,Domasław,firstname,M,
PL,Uzarczyk,lastname,,106
HU,Krisztián Edvin,firstname,M,1
HU,Júlia Terézia,firstname,F,3
PL,Charytoń,lastname,,
PL,Pałcik,lastname,,20
CZ,Výlohová,lastname,F,5
HU,Ferenc Dárius,firstname,M,1
CZ,Malošík,lastname,M,49
PL,Sadoska,lastname,F,28
PL,Chorewicz,lastname,,1
CZ,Bourková,lastname,F,63
PL,Alibiniak,lastname,,
HU,Kriszofer,firstname,,1
PL,Gedroyć,lastname,,36
CZ,Repaská,lastname,M,28
CZ,Nevena,firstname,,23
HU,Saranyik,lastname,U,3
HU,Zsuzsanna Renáta,firstname,F,5
HU,Dautova,lastname,U,3
PL,Jonkajtys,lastname,,19
HU,Sibinov,lastname,U,
PL,Zybowicz,lastname,,
HU,Mihalidesz,lastname,U,18
HU,Kelemen-Pallagi,lastname,,
PL,Trojańczuk,lastname,,3
HU,Hanusz,lastname,U,150
HU,Gianluca,firstname,,4
CZ,Cehlárik,lastname,M,17
PL,Słodolska,lastname,,1
CZ,Guemama Lžíčařová,lastname,F,1
PL,Drobinski,lastname,M,41
PL,Rybałkin,lastname,,
PL,Nasewicz,lastname,,85
HU,Wolitzer,lastname,U,
HU,Tropotei,lastname,U,6
HU,Pekkerné Bernhardt,lastname,F,3
HU,Czingli,lastname,U,45
HU,Martin Flórián,firstname,M,8
SK,Lénártová,lastname,,70
SK,Siudzik,lastname,,5
PL,Giertrudziak,lastname,,5
HU,Szofi Dorottya,firstname,F,1
CZ,Mahelka,lastname,M,22
SK,Andrasko,lastname,,
SK,Jašňaková,lastname,,18
HU,Karpinecz,lastname,U,15
PL,Pieniński,lastname,M,4
PL,Ryzwar,lastname,,2
PL,Wojciech Marian,firstname,,
PL,Frontek,lastname,,
PL,Dróźbik,lastname,,1
CZ,Kramarič,lastname,M,4
HU,Zuró,lastname,U,21
CZ,Celbrová,lastname,F,19
PL,Kowenetz,lastname,,
CZ,Ram,firstname,,7
PL,Panol,lastname,,72
CZ,Mattison,lastname,M,3
PL,Sztęborski,lastname,M,3
CZ,Matěj Mojmír,firstname,,1
CZ,Petráčová,lastname,F,5
HU,Anisoara,firstname,,7
PL,Czatyris,lastname,,4
SK,Orémuš,lastname,,2
CZ,Balvanová,lastname,F,11
CZ,Kanea,lastname,M,2
CZ,Sirakov,lastname,M,9
CZ,Zameczniková,lastname,F,2
PL,Maruchnik,lastname,,
PL,Szumanowska,lastname,F,3
CZ,Bialonczyk,lastname,M,16
CZ,Konzal,lastname,M,54
PL,Nędzkowski,lastname,M,13
PL,Hensel,lastname,,331
PL,Lola,lastname,,29
CZ,Turkmen,firstname,,1
PL,Wegnerowska,lastname,F,130
CZ,Bojsak,lastname,M,5
PL,Myszczyj,lastname,,5
CZ,Slameň,lastname,M,5
PL,Zoborowska,lastname,F,3
PL,Arczak,lastname,,8
CZ,Harrahová,lastname,F,1
CZ,Hejgrlík,lastname,M,4
PL,Kozaryn,lastname,,175
HU,Deutsh,lastname,U,
PL,Necel,lastname,,558
CZ,Ingrišová,lastname,F,51
CZ,Elan,firstname,,2
HU,Savannah Rose,firstname,,1
PL,Bazimirowski,lastname,M,7
CZ,Jaurisová,lastname,F,18
HU,Bozsén,lastname,U,9
SK,Labík,firstname,,
CZ,Tučím,lastname,M,12
HU,Ingrid Katalin,firstname,F,8
CZ,Kubiritová,lastname,F,1
PL,Swięcka,lastname,F,97
CZ,Rosa-Maria,firstname,,1
HU,Löwi,lastname,U,
PL,Tabeau,lastname,,27
CZ,Belušová,lastname,F,24
PL,Łużna,lastname,,287
HU,Berron,lastname,U,3
HU,Dorka Maja,firstname,F,3
CZ,Karakasidisová,lastname,F,1
CZ,Dunaiová,lastname,F,2
PL,Siekielińska,lastname,,1
SK,Licher,lastname,,8
SK,Kánová-Zlúkyová,lastname,,6
PL,Tedajewska,lastname,F,3
SK,Abrahámovská,lastname,,6
CZ,Malka,firstname,,6
CZ,Viktorie Hedvika,firstname,,1
PL,Fibór,lastname,,2
CZ,Ella Lucia,firstname,,2
HU,Prelog,lastname,U,6
HU,Sibak,lastname,U,39
PL,Friml,lastname,,1
SK,Valaseková,lastname,,16
CZ,Cino,lastname,M,2
PL,Skurłat,lastname,,35
PL,Bakonyi,lastname,,7
PL,Protosewicz,lastname,,14
PL,Trosien,lastname,,4
CZ,Filipov,lastname,M,18
HU,Gáborné Kórász,lastname,F,6
PL,Amorzyńska,lastname,,
CZ,Surovík,lastname,M,44
PL,Rathai,lastname,,17
PL,Pogorzelski,lastname,M,5620
HU,Írisz Emese,firstname,F,1
CZ,Šafrán,lastname,M,26
CZ,Tužil,lastname,M,98
PL,Mastalarczuk,lastname,,9
HU,Ízisz Meredisz,firstname,F,1
HU,Debora,lastname,U,3
PL,Stasser,lastname,,1
PL,Chawińska,lastname,F,42
PL,Cieśniakowska,lastname,,
SK,Krajčíková,lastname,,594
CZ,Wünscherová,lastname,F,6
SK,Brinziková,lastname,,26
CZ,Stamm,lastname,M,13
CZ,Prenga,lastname,M,1
PL,Czyszcza,lastname,,3
CZ,Sasáková,lastname,F,56
SK,Krahulcová,firstname,,
HU,Süth,lastname,U,21
SK,Gyurovszky,lastname,,
PL,Bilc,lastname,,7
CZ,Jiří Gary,firstname,,1
HU,Bettina Renáta,firstname,F,9
CZ,Machoninová,lastname,F,4
PL,Konutek,lastname,,
SK,Kuciel,lastname,,
CZ,Skreptáčová,lastname,F,1
PL,Stabryło,lastname,,6
HU,Sowerby,lastname,U,3
PL,Hiszko,lastname,,
HU,Beáta Hermina,firstname,F,2
PL,Kielmer,lastname,,19
PL,Sowizdżał,lastname,,28
PL,Murzewska,lastname,F,10
CZ,Mc Mahon,lastname,M,3
PL,Korzontkowska,lastname,,
PL,Oprzelak,lastname,,1
CZ,Milan Eduardo,firstname,,1
PL,Turoboyski,lastname,M,12
HU,Gubritzky,lastname,U,6
PL,Śmigulski,lastname,M,20
PL,Piwecki,lastname,M,337
CZ,Hóta,lastname,M,39
CZ,Řezanina,lastname,M,156
PL,Spodarczuk,lastname,,9
SK,Hubjak,lastname,,35
PL,Szytenhelm,lastname,,15
SK,Štibranyová,lastname,,3
PL,Binik,lastname,,26
PL,Malandy,lastname,,18
PL,Okay,lastname,,1
PL,Stilarzewicz,lastname,,1
HU,Ohly,lastname,U,9
CZ,Krejná Plecháčová,lastname,F,1
PL,Samatyj,lastname,,1
CZ,Biĺanský,lastname,M,1
SK,Audra,firstname,F,
CZ,Matoušů,lastname,M,144
PL,Pipiorska,lastname,F,11
CZ,Wontorová,lastname,F,7
PL,Bartchowski,lastname,M,3
CZ,Sýkora,lastname,M,5863
PL,Wieschbrodt,lastname,,2
PL,Biegalewski,lastname,M,49
CZ,Honemann,lastname,M,13
HU,Lémon,lastname,U,12
SK,Macuzs,firstname,,
PL,Pielica,lastname,,
CZ,Stabile,lastname,M,5
PL,Scandali,lastname,,6
HU,Kamilli,lastname,U,15
PL,Lifnik,lastname,,
PL,Mosurea,lastname,F,
PL,Wiebik,lastname,,1
SK,Jenej,lastname,,10
PL,Śmieszchała,lastname,,5
CZ,De Castro Rodriguez,lastname,M,1
PL,Węnsierska,lastname,F,1
CZ,Emie,firstname,,1
CZ,Kulfa,lastname,M,3
PL,Bacharz,lastname,,61
HU,Rozália Kira,firstname,F,1
CZ,Antoni,lastname,M,72
HU,Sinigla,lastname,U,15
HU,Szatur,lastname,U,12
HU,Hatanek,lastname,U,6
CZ,Wisomiersky,lastname,M,1
CZ,Zalacko,lastname,M,5
CZ,Binovcová,lastname,F,6
PL,Stolpman,lastname,,6
CZ,Stričko,lastname,M,17
CZ,Poloz,lastname,M,4
PL,Mokij,firstname,M,
PL,Holisch,lastname,,
PL,Podciwiński,lastname,M,16
HU,Kuhári,lastname,U,9
PL,Bolijew,lastname,,
PL,Mienturko,lastname,,2
CZ,Turjapová,lastname,F,3
PL,Surlet,lastname,,15
HU,Szemerényi,lastname,U,6
CZ,Solis,lastname,M,6
CZ,Veškrňová,lastname,F,7
CZ,Viorika,firstname,,2
HU,István Dusán,firstname,M,3
PL,Henryk,lastname,,18
PL,Derfert,lastname,,57
PL,Kleczmarski,lastname,M,1
CZ,Zelínová Svárovská,lastname,M,1
PL,Gabroszuk,lastname,,4
CZ,Mitrofanis,firstname,,1
CZ,Skandrani,lastname,M,3
PL,Wyciółkowska,lastname,F,2
CZ,Wajih,firstname,,2
CZ,Fárlik,lastname,M,1
HU,Palatik,lastname,U,
PL,Bruszczyński,lastname,M,14
SK,Tomčány,lastname,,13
HU,Eszéky,lastname,U,24
PL,Sudrowicz,lastname,,5
PL,Rokiewicz,lastname,,1
PL,Siwka,lastname,,572
SK,Náciová,lastname,,3
CZ,Fenclová Pospíchalová,lastname,F,1
SK,Szulényiová,lastname,,10
CZ,O´Bryan,lastname,M,1
PL,Czernowałow,lastname,,2
PL,Sobiereiska,lastname,F,11
PL,Miełkowska,lastname,,
PL,Kadduri,lastname,,5
PL,Sławułkowska,lastname,,1
PL,Sambor,firstname,M,2
HU,Virág Édua,firstname,F,5
HU,Pördi,lastname,U,51
PL,Frykowski,lastname,M,156
PL,Badziona,lastname,,
SK,Duricose,firstname,,
CZ,Chliapasová,lastname,F,1
CZ,Savarij,lastname,M,2
CZ,Apolena Leontýna,firstname,,1
PL,Łojsczyk,lastname,,1
HU,Nanetta Vilma,firstname,F,1
PL,Jaksa,lastname,F,94
PL,Pręczewski,lastname,M,7
SK,Rydzí,lastname,,8
CZ,Chalupová Karlovská,lastname,M,1
PL,Jarząbczyk,lastname,,12
PL,Kotelba,lastname,,87
PL,Racikowska,lastname,,
CZ,Leah Marisa,firstname,,1
HU,Lojár,lastname,U,
HU,Tóta,lastname,U,264
CZ,Vopátková,lastname,F,56
HU,Trajber,lastname,U,3
PL,Supraniak,lastname,,
CZ,Gobbi,lastname,M,7
HU,Balázs Áron,firstname,M,28
HU,Pavela-Katzirz,lastname,U,3
CZ,Schafran,lastname,M,9
PL,Swiątczak,lastname,,116
PL,Berasz,lastname,,
CZ,Šut,lastname,M,1
CZ,Walitsch,lastname,M,3
PL,Cieslok,lastname,,16
HU,Rebecca,firstname,,31
SK,Vestegová,lastname,,22
CZ,Bísková Perglová,lastname,F,1
PL,Cieżadlik,lastname,,2
SK,Csuportová,lastname,,34
PL,Nienałtowski,lastname,M,624
CZ,Brausová,lastname,F,3
HU,Míra Szófia,firstname,F,1
PL,Bojorum,lastname,,
CZ,David Otakar,firstname,,1
HU,Dzsenifer Noémi,firstname,F,6
PL,Zymna,lastname,F,4
PL,Serenis,lastname,,
PL,Naugolnik,lastname,,1
CZ,Ljubinka,firstname,,1
PL,Zimdars,lastname,,1
PL,Koinka,lastname,,1
HU,Ábel Noé,firstname,M,2
PL,Kupik,lastname,,
CZ,Hádlíková,lastname,F,59
PL,Procheńka,lastname,,1
CZ,Duchtík,lastname,M,19
HU,Aranka Teodóra,firstname,F,1
